name,type,sub_type,category,latitude,longitude
Sekolah Menengah Kebangsaan Taman Johor Jaya (1),secondary,education,Public School,1.5372416519999998,103.7959957
Sekolah Jenis Kebangsaan (Cina) Kempas Baru,primary,education,Public School,1.533182245,103.7089956
Sekolah Menengah Kebangsaan Tan Sri Mohamed Rahmat,secondary,education,Public School,1.538542054,103.711254
Sekolah Kebangsaan Taman Anggerik,primary,education,Public School,1.536662503,103.69512859999999
Sekolah Kebangsaan Taman Bukit Kempas,primary,education,Public School,1.538759235,103.6994416
Sekolah Kebangsaan Taman Johor Jaya 2,primary,education,Public School,1.534892881,103.80438570000001
Sekolah Kebangsaan Tmn Johor Jaya 3,primary,education,Public School,1.535064481,103.8121212
Sekolah Kebangsaan Bukit Mutiara,primary,education,Public School,1.540855965,103.7413752
Sekolah Kebangsaan Taman Impian Emas,primary,education,Public School,1.5390005469999999,103.6836219
Sekolah Menengah Kebangsaan Taman Johor Jaya 2,secondary,education,Public School,1.539960431,103.81272729999999
Sekolah Kebangsaan Taman Daya,primary,education,Public School,1.541622799,103.7667328
Sekolah Kebangsaan Taman Johor Jaya 5,primary,education,Public School,1.544271861,103.80794759999999
Sekolah Kebangsaan Taman Universiti 1,cluster,education,Public School,1.535305793,103.61750009999999
Sekolah Kebangsaan Taman Desa Skudai,primary,education,Public School,1.539745932,103.63474670000001
Klinik Kesihatan Taman Universiti,clinic,healthcare,Government,1.5379530000000001,103.626726
Sekolah Kebangsaan Taman Daya 2,primary,education,Public School,1.5447786140000002,103.75602540000001
Sekolah Kebangsaan Taman Johor Jaya 1,primary,education,Public School,1.5454379999999999,103.796467
Cherie Hearts International Preschool - Setia Tropika,preschool,education,Preschool,1.5440770000000001,103.709804
Cherie Hearts International Preschool - Setia Tropika (Masters),preschool,education,Preschool,1.5468870000000001,103.715331
Brainy Bunch - Setia Tropika,elementary,education,Preschool,1.5469118999999998,103.7168359
Sekolah Jenis Kebangsaan (Cina) Yu Ming 1,primary,education,Public School,1.5084717140000001,103.5136718
Sekolah Jenis Kebangsaan (Cina) Yu Ming 2,primary,education,Public School,1.508112423,103.5139775
Sekolah Kebangsaan Pekan Nanas,primary,education,Public School,1.513131773,103.5137898
Sekolah Menengah Kebangsaan Pekan Nenas,secondary,education,Public School,1.515008664,103.5129637
Sekolah Menengah Kebangsaan Dato' Mohd. Yunos Sulaiman,secondary,education,Public School,1.519210748,103.51348940000001
Sekolah Kebangsaan Pengkalan Raja,cluster,education,Public School,1.518177924,103.48753359999999
Sekolah Kebangsaan Batu 24,primary,education,Public School,1.502235049,103.535462
Sekolah Kebangsaan Jeram Batu,primary,education,Public School,1.4684023080000002,103.5213375
Sekolah Kebangsaan Kampong Sawah,primary,education,Public School,1.543470172,103.4941185
Sekolah Jenis Kebangsaan (Cina) Ching Yeh,primary,education,Public School,1.526784776,103.5444421
Klinik Kesihatan Pekan Nanas,clinic,healthcare,Government,1.5083,103.51215
Klinik Desa Sungai Burung,clinic,healthcare,Government,1.4803,103.50999
Klinik Desa Kampung Sawah,clinic,healthcare,Government,1.54375,103.49439
Sekolah Menengah Kebangsaan Taman Desa Skudai,secondary,education,Public School,1.5400340000000001,103.63544300000001
Sekolah Menengah Kebangsaan Skudai,secondary,education,Public School,1.5466,103.654
Klinik Desa Ulu Choh,clinic,healthcare,Government,1.53,103.54528
Sekolah Menengah Kebangsaan Agama Johor Bahru,cluster,education,Public School,1.546556272,103.8055015
Sekolah Kebangsaan Sri Skudai,cluster,education,Public School,1.548181,103.652101
Sekolah Jenis Kebangsaan (Cina) Thai Hong,primary,education,Public School,1.553007306,103.678751
Sekolah Jenis Kebangsaan (Tamil) Ladang Tebrau,primary,education,Public School,1.54888358,103.74096750000001
Sekolah Jenis Kebangsaan (Cina) Pei Chih,primary,education,Public School,1.553752686,103.815667
Sekolah Menengah Kebangsaan Taman Desa Jaya,secondary,education,Public School,1.552562,103.81111899999999
Sekolah Menengah Kebangsaan Taman Mount Austin,secondary,education,Public School,1.554830537,103.7802887
Brainy Bunch -  Desa Tebrau,elementary,education,Preschool,1.5548947,103.79000440000002
"Hospital Sultan Ismail, Pandan",hospital,healthcare,Government,1.546984,103.790915
Klinik Kesihatan Sultan Ismail,clinic,healthcare,Government,1.547898,103.790287
Pusat Pakar Bersalin Tebrau Sdn. Bhd.,hospital,healthcare,Private,1.5557763999999998,103.782855
Sekolah Menengah Kebangsaan Desa Cemerlang,secondary,education,Public School,1.556718117,103.8178182
Sekolah Kebangsaan Taman Desa Jaya,primary,education,Public School,1.555581279,103.81070759999999
Sekolah Jenis Kebangsaan (Tamil) Desa Cemerlang,primary,education,Public School,1.557948796,103.8183627
Sekolah Menengah Kebangsaan Taman Daya,secondary,education,Public School,1.552851795,103.75337540000001
Sekolah Kebangsaan Taman Daya 3,primary,education,Public School,1.559136575,103.7631118
Sekolah Jenis Kebangsaan (Cina) Foon Yew 5,primary,education,Public School,1.556437,103.779297
Austin Heights International School,primary,education,International School,1.5572,103.7808
Austin Heights Private School,primary,education,Private School,1.5572232,103.7808137
Crescendo International College,tertiary,education,Private College,1.55741,103.811562
Sekolah Kebangsaan Taman Mount Austin,primary,education,Public School,1.558577,103.786446
Crescendo-HELP International School,primary,education,International School,1.558088,103.810891
Sekolah Menengah Kebangsaan Taman Desa Tebrau,secondary,education,Public School,1.560739941,103.7933618
Sekolah Kebangsaan Desa Cemerlang,primary,education,Public School,1.5589006280000002,103.8178718
Cherie Hearts International Preschool - Bandar Dato Onn,preschool,education,Preschool,1.5579441,103.7385599
Fairview International School - Johor Campus,primary,education,International School,1.5577944,103.733857
Sekolah Menengah Kebangsaan Tun Fatimah Hashim,secondary,education,Public School,1.5654695969999999,103.7543088
Sekolah Menengah Kebangsaan Taman Daya 2,secondary,education,Public School,1.565850329,103.7633747
Sekolah Menengah Kebangsaan Seri Pulai Perdana,secondary,education,Public School,1.558889903,103.6091691
Sekolah Kebangsaan Sri Pulai Perdana,primary,education,Public School,1.5606434,103.61306970000001
Sekolah Kebangsaan Taman Sri Pulai,primary,education,Public School,1.568434,103.617134
Sekolah Jenis Kebangsaan (Tamil) Ladang Mount Austin,cluster,education,Public School,1.567426878,103.79307209999999
Sekolah Kebangsaan Kangkar Pulai 2,primary,education,Public School,1.5530394809999999,103.5800189
Sekolah Menengah Kebangsaan Kangkar Pulai,secondary,education,Public School,1.552942957,103.5785812
Sekolah Kebangsaan Kangkar Pulai,primary,education,Public School,1.55774,103.588
Sekolah Jenis Kebangsaan (Cina) Woon Hwa,primary,education,Public School,1.560402,103.582534
Sekolah Jenis Kebangsaan (Cina) Pulai,primary,education,Public School,1.559094,103.59297600000001
Sekolah Jenis Kebangsaan (Tamil) Kangkar Pulai,cluster,education,Public School,1.561346,103.581415
Klinik Desa Kangkar Pulai,clinic,healthcare,Government,1.55772,103.59225500000001
Sekolah Menengah Kebangsaan Taman Pelangi Indah,secondary,education,Public School,1.5719741980000002,103.7954083
Sekolah Kebangsaan Taman Pelangi Indah,primary,education,Public School,1.578229,103.80364300000001
Famous Chef Professional Baking & Culinary Academy,tertiary,education,Private College,1.5715709999999998,103.774992
Sekolah Kebangsaan Kg. Maju Jaya,primary,education,Public School,1.579931983,103.7184316
Klinik Desa Maju Jaya,clinic,healthcare,Government,1.58128,103.71783
Sekolah Kebangsaan Taman Puteri Wangsa,primary,education,Public School,1.581454898,103.8088864
Sekolah Jenis Kebangsaan (Cina) Ban Foo,primary,education,Public School,1.567166801,103.8526011
Sekolah Menengah Kebangsaan Puteri Wangsa,secondary,education,Public School,1.59110715,103.8088113
Sekolah Jenis Kebangsaan (Cina) Tiram,primary,education,Public School,1.598574208,103.8196608
Klinik Kesihatan Ulu Tiram,clinic,healthcare,Government,1.596701,103.820655
Sekolah Kebangsaan Ulu Tiram,primary,education,Public School,1.5999818190000001,103.82285
Sekolah Menengah Kebangsaan Ulu Tiram,secondary,education,Public School,1.603016894,103.817727
Seri Omega Private School,primary,education,Private School,1.5942,103.63799999999999
Seri Omega International School,primary,education,International School,1.5942482,103.6379569
Sekolah Menengah Kebangsaan Senai,secondary,education,Public School,1.5968931169999998,103.6424983
Sekolah Kebangsaan Senai,primary,education,Public School,1.597,103.644703
Sekolah Jenis Kebangsaan (Cina) Senai,primary,education,Public School,1.600674,103.64550799999999
Klinik Desa Senai,clinic,healthcare,Government,1.5993700000000002,103.64471999999999
Sekolah Kebangsaan Taman Bukit Tiram,primary,education,Public School,1.6098645630000001,103.80733609999999
Madrasah Alattas Alarabiah Johor,secondary,education,Public School,1.611108617,103.82473829999999
Sekolah Jenis Kebangsaan (Tamil) Ladang Ulu Tiram,primary,education,Public School,1.6158274330000002,103.7942308
Sekolah Menengah Kebangsaan Sungai Tiram,secondary,education,Public School,1.5900883030000001,103.85925290000002
Sekolah Kebangsaan Senai Utama,primary,education,Public School,1.611246,103.641547
Sekolah Jenis Kebangsaan (Cina) Saleng,primary,education,Public School,1.62911,103.635665
Sekolah Jenis Kebangsaan (Cina) Kulai 2,primary,education,Public School,1.618635,103.614528
Klinik Desa Saleng,clinic,healthcare,Government,1.63198,103.63384
Sekolah Sukan Tunku Mahkota Ismail,secondary,education,Public School,1.569926,104.22350899999999
Sekolah Menengah Sains Kota Tinggi,secondary,education,Public School,1.5664753999999999,104.2229733
Sekolah Menengah Kebangsaan Agama Bandar Penawar,cluster,education,Public School,1.5654159730000001,104.2262542
Sekolah Menengah Kebangsaan Bandar Penawar,secondary,education,Public School,1.563433,104.22882800000001
Sekolah Kebangsaan Bandar Penawar,cluster,education,Public School,1.554351,104.22455
Sekolah Kebangsaan Bandar Penawar 2,primary,education,Public School,1.555703,104.244054
Klinik Kesihatan Bandar Penawar,clinic,healthcare,Government,1.5553270000000001,104.240174
Sekolah Menengah Kebangsaan (Felda) Ulu Tebrau,secondary,education,Public School,1.6312389999999999,103.753102
Sekolah Kebangsaan (Felda ) Ulu Tebrau,primary,education,Public School,1.6320536419999998,103.754164
Klinik Desa Felda Ulu Tebrau,clinic,healthcare,Government,1.63325,103.75984
Sekolah Kebangsaan Taman Muhibbah,primary,education,Public School,1.6275309999999998,103.61589000000001
Sekolah Menengah Kebangsaan Indahpura 1,secondary,education,Public School,1.627989,103.614593
Sekolah Menengah Pendidikan Khas Vokasional Indahpura,cluster,education,Public School,1.62678,103.611586
Sekolah Kebangsaan Taman Indahpura 2,primary,education,Public School,1.630187581,103.6152846
Sekolah Kebangsaan Taman Indahpura 1,primary,education,Public School,1.6368528430000002,103.6187822
"Hospital Temenggong Seri Maharaja Tun Ibrahim, Kulai",hospital,healthcare,Government,1.6391830000000003,103.622584
Sekolah Kebangsaan Putra Utama,primary,education,Public School,1.6487189999999998,103.632244
Klinik Kesihatan Kulai,clinic,healthcare,Government,1.6408900000000002,103.621652
Sekolah Jenis Kebangsaan (Cina) Seelong,primary,education,Public School,1.629078,103.69585500000001
Sekolah Menengah Kebangsaan Kulai Besar,secondary,education,Public School,1.644773,103.61559
Sekolah Kebangsaan Bandar Mas,primary,education,Public School,1.613673,104.142604
Sekolah Menengah Kebangsaan Bandar Mas,secondary,education,Public School,1.609753,104.146373
Sekolah Kebangsaan Lktp Sungai Mas,primary,education,Public School,1.6077780000000002,104.16006999999999
Klinik Kesihatan Bandar Mas,clinic,healthcare,Government,1.611851,104.15397800000001
Sekolah Jenis Kebangsaan (Cina) Lok York,primary,education,Public School,1.6408599999999998,103.26210999999999
Sekolah Kebangsaan Benut,primary,education,Public School,1.6449,103.26038
Sekolah Menengah Agama (Arab) An-Nur,secondary,education,Public School,1.64467632,103.25652840000001
Sekolah Menengah Kebangsaan Benut,secondary,education,Public School,1.648263634,103.25894770000001
Sekolah Menengah Kebangsaan Sri Tanjung,secondary,education,Public School,1.650486264,103.2590899
Sekolah Rendah Agama Bersepadu Pontian,primary,education,Public School,1.6523710740000002,103.2559437
Sekolah Jenis Kebangsaan (Cina) Lok Yu 1,primary,education,Public School,1.6382631090000002,103.2868588
Sekolah Kebangsaan Sri Benut,primary,education,Public School,1.645157578,103.2994974
Sekolah Jenis Kebangsaan (Cina) Lok Yu 6,primary,education,Public School,1.6779400000000002,103.27790999999999
Sekolah Kebangsaan Seri Senang Hati,primary,education,Public School,1.651031599,103.30226540000001
Sekolah Kebangsaan Bugis Benut,primary,education,Public School,1.62424,103.22133000000001
Sekolah Kebangsaan Sanglang,primary,education,Public School,1.62903,103.30227
Klinik Kesihatan Benut,clinic,healthcare,Government,1.6457,103.25844000000001
Klinik Desa Parit Lapis Sayang,clinic,healthcare,Government,1.62955,103.25909
Klinik Desa Parit Haji Abdul Rahman,clinic,healthcare,Government,1.6510200000000002,103.2294
Klinik Desa Sanglang,clinic,healthcare,Government,1.62924,103.30077
Sekolah Menengah Kebangsaan Sultan Ibrahim,secondary,education,Public School,1.651878,103.604129
Sekolah Kebangsaan Kulai 1,primary,education,Public School,1.656033,103.605805
Sekolah Jenis Kebangsaan (Tamil) Ladang Kulai Besar,primary,education,Public School,1.643936335,103.5953021
Sekolah Jenis Kebangsaan (Cina) Kulai 1,primary,education,Public School,1.6578669999999998,103.601866
Sekolah Kebangsaan Kulai,primary,education,Public School,1.658312368,103.5987246
Sekolah Menengah Kebangsaan Munshi Abdullah,secondary,education,Public School,1.6635669999999998,103.59628599999999
Sekolah Menengah Kebangsaan Tunku Abdul Rahman Putra,secondary,education,Public School,1.6633742519999999,103.59317779999999
Sekolah Menengah Kebangsaan Bandar Putra,cluster,education,Public School,1.6616259999999998,103.631339
Sekolah Kebangsaan Bandar Putra,primary,education,Public School,1.6613099999999998,103.633647
Sekolah Kebangsaan Taman Kota Kulai,primary,education,Public School,1.659266835,103.5828137
Sekolah Menengah Kebangsaan Taman Kota Kulai,secondary,education,Public School,1.654041,103.575711
Sekolah Jenis Kebangsaan (Cina) Kulai Besar,primary,education,Public School,1.6666450000000002,103.581159
Sekolah Kebangsaan Taman Kota Kulai 2,primary,education,Public School,1.6526020000000001,103.572106
Sekolah Menengah Kebangsaan Taman Putri,secondary,education,Public School,1.661835,103.574158
Sekolah Jenis Kebangsaan (Tamil) Ladang Kelan,primary,education,Public School,1.682057,103.62729200000001
Klinik Kesihatan Kulai Besar,clinic,healthcare,Government,1.6555360000000001,103.607151
Sekolah Jenis Kebangsaan (Cina) Sengkang,primary,education,Public School,1.6885599999999998,103.57259599999999
Sekolah Jenis Kebangsaan (Tamil) Ladang Kulai Oil Palm,primary,education,Public School,1.6675,103.542
Klinik Desa Kelapa Sawit,clinic,healthcare,Government,1.66868,103.53304
Sekolah Jenis Kebangsaan (Cina) Pei Cheng,primary,education,Public School,1.6742990000000002,103.64556999999999
